version,name,fid,n,n_null,nan_pct
27.5.7a32.dev1,MHPS_PN_flag,2,4959853,3647533,73.54115132041211
27.5.7a32.dev1,MHPS_ratio,1,4959853,3699498,74.58886382318185
27.5.7a32.dev1,MHPS_ratio,2,4959853,3647533,73.54115132041211
27.5.7a32.dev1,MHPS_ratio_365_30,1,4961702,3700251,74.5762442000749
27.5.7a32.dev1,MHPS_ratio_365_30,2,4961702,3648487,73.53297316122573
27.5.7a32.dev1,Multiband_period,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,n_forced_phot_band_after,1,4961702,441490,8.897954774389918
27.5.7a32.dev1,n_forced_phot_band_after,2,4961702,383565,7.730512634575796
27.5.7a32.dev1,n_forced_phot_band_before,1,4961702,441490,8.897954774389918
27.5.7a32.dev1,n_forced_phot_band_before,2,4961702,383565,7.730512634575796
27.5.7a32.dev1,PairSlopeTrend,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,PairSlopeTrend,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,PercentAmplitude,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,PercentAmplitude,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,Period_band,1,4959853,2212526,44.608701104649676
27.5.7a32.dev1,Period_band,2,4959853,2252712,45.41892673028818
27.5.7a32.dev1,positive_fraction,1,4959853,912915,18.406089857905062
27.5.7a32.dev1,positive_fraction,2,4959853,928396,18.718216043902913
27.5.7a32.dev1,Power_rate_1/2,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,Power_rate_1/3,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,Power_rate_1/4,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,Power_rate_2,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,Power_rate_3,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,Power_rate_4,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,PPE,12,4959853,1901582,38.33948304516283
27.5.7a32.dev1,ps_g-r,0,4961702,1791995,36.11653823627457
27.5.7a32.dev1,Psi_CS,1,4959853,2940215,59.280285121353394
27.5.7a32.dev1,Psi_CS,2,4959853,3014693,60.7819022055694
27.5.7a32.dev1,Psi_eta,1,4959853,2940215,59.280285121353394
27.5.7a32.dev1,Psi_eta,2,4959853,3014693,60.7819022055694
27.5.7a32.dev1,ps_i-z,0,4961702,1706863,34.400756030894236
27.5.7a32.dev1,ps_r-i,0,4961702,1723744,34.74098202592578
27.5.7a32.dev1,Pvar,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Pvar,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,Q31,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Q31,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,Rcs,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Rcs,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,r-W1,0,4961702,4961702,100.0
27.5.7a32.dev1,r-W2,0,4959853,4959853,100.0
27.5.7a32.dev1,r-W3,0,4959853,4959853,100.0
27.5.7a32.dev1,r-W4,0,4961702,4961702,100.0
27.5.7a32.dev1,SF_ML_amplitude,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,SF_ML_amplitude,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,SF_ML_gamma,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,SF_ML_gamma,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,sgscore1,0,4959853,1635130,32.96730770044999
27.5.7a32.dev1,sigma_distnr,12,4961702,144806,2.9184743461013984
27.5.7a32.dev1,Skew,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Skew,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,SmallKurtosis,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,SmallKurtosis,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,SPM_A,1,4959853,202483,4.08243954004282
27.5.7a32.dev1,SPM_A,2,4959853,213075,4.295994256281386
27.5.7a32.dev1,SPM_beta,1,4959853,202483,4.08243954004282
27.5.7a32.dev1,SPM_beta,2,4959853,213075,4.295994256281386
27.5.7a32.dev1,SPM_chi,1,4959853,762530,15.374044351717682
27.5.7a32.dev1,SPM_chi,2,4959853,786332,15.853937606618583
27.5.7a32.dev1,SPM_gamma,1,4959853,202483,4.08243954004282
27.5.7a32.dev1,SPM_gamma,2,4959853,213075,4.295994256281386
27.5.7a32.dev1,SPM_t0,1,4959853,202483,4.08243954004282
27.5.7a32.dev1,SPM_t0,2,4959853,213075,4.295994256281386
27.5.7a32.dev1,SPM_tau_fall,1,4959853,202483,4.08243954004282
27.5.7a32.dev1,SPM_tau_fall,2,4959853,213075,4.295994256281386
27.5.7a32.dev1,SPM_tau_rise,1,4959853,202483,4.08243954004282
27.5.7a32.dev1,SPM_tau_rise,2,4959853,213075,4.295994256281386
27.5.7a32.dev1,Std,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,Std,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,StetsonK,1,4959853,3343461,67.4104857543157
27.5.7a32.dev1,StetsonK,2,4959853,3326359,67.0656771480929
27.5.7a32.dev1,TDE_decay,1,4961702,382621,7.711486905098291
27.5.7a32.dev1,TDE_decay,2,4961702,322185,6.4934371310489825
27.5.7a32.dev1,TDE_decay_chi,1,4961702,3109891,62.67790770183296
27.5.7a32.dev1,TDE_decay_chi,2,4961702,2980738,60.07490977894279
27.5.7a32.dev1,TDE_mag0,1,4961702,382621,7.711486905098291
