oid,flat_base,flat_abl,top_base,top_abl
ZTF18acqmznx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acqnfgj,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acqqdhh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acqthig,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acqtszt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acquibk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acrcxlb,LPV,CV/Nova,Periodic,Stochastic
ZTF18acreoqw,YSO,CV/Nova,Periodic,Stochastic
ZTF18acrfbhg,EB/EW,EB/EW,Periodic,Periodic
ZTF18acrfyir,Periodic-Other,YSO,Periodic,Periodic
ZTF18acriafe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acrjljk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acrjoib,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acrjvdw,LPV,YSO,Periodic,Stochastic
ZTF18acrkewl,Periodic-Other,EA,Periodic,Periodic
ZTF18acrkfud,YSO,YSO,Stochastic,Stochastic
ZTF18acrmwaj,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acrmyad,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acrqmhd,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acrsiqr,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acrtjvu,YSO,YSO,Periodic,Stochastic
ZTF18acrtwoq,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acruhew,EA,YSO,Periodic,Periodic
ZTF18acrujcs,EA,YSO,Periodic,Stochastic
ZTF18acruknr,RSCVn,RSCVn,Periodic,Periodic
ZTF18acrumkm,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18acruzka,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acruzur,RSCVn,YSO,Periodic,Stochastic
ZTF18acrvfhy,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18acrxcfn,LPV,CV/Nova,Periodic,Periodic
ZTF18acrxmqp,RSCVn,YSO,Periodic,Stochastic
ZTF18acryisr,RSCVn,YSO,Periodic,Stochastic
ZTF18acrykcm,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acsbtkk,EA,CV/Nova,Periodic,Stochastic
ZTF18acscpye,YSO,CV/Nova,Stochastic,Stochastic
ZTF18acsdfnf,LPV,YSO,Periodic,Stochastic
ZTF18acsdlky,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acsdpoe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acsdvey,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acsegaf,YSO,CV/Nova,Periodic,Periodic
ZTF18acsggmf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acshtbd,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18acsiqob,EB/EW,EB/EW,Periodic,Periodic
ZTF18acsjivd,CEP,CEP,Periodic,Periodic
ZTF18acsjnou,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acslhbz,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18acsltzh,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acsmqng,DSCT,CV/Nova,Periodic,Periodic
ZTF18acsnath,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18acsqlll,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acsrfgq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acsrknk,RSCVn,YSO,Periodic,Stochastic
ZTF18acstisb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acsvhxh,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18acsvytz,LPV,YSO,Periodic,Stochastic
ZTF18acswedm,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acswlci,Periodic-Other,YSO,Periodic,Stochastic
ZTF18acswlej,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acswqjy,RSCVn,RSCVn,Periodic,Periodic
ZTF18acsxmdc,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acsxmgw,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acsxqgj,RSCVn,CV/Nova,Periodic,Periodic
ZTF18acsxqpe,RSCVn,YSO,Periodic,Periodic
ZTF18acszfcs,RSCVn,YSO,Periodic,Stochastic
ZTF18acszftd,EB/EW,EB/EW,Periodic,Periodic
ZTF18acszzfl,YSO,YSO,Stochastic,Periodic
ZTF18actasth,EB/EW,EB/EW,Periodic,Periodic
ZTF18actbnou,EA,EA,Periodic,Periodic
ZTF18actbotr,RSCVn,YSO,Periodic,Stochastic
ZTF18actcgpy,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18actddur,DSCT,CV/Nova,Periodic,Periodic
ZTF18actlrve,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18actpbds,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18actsunh,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18acttrdr,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18actufko,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18actupvz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18actxgjo,RSCVn,YSO,Periodic,Stochastic
ZTF18actxudj,RSCVn,YSO,Periodic,Stochastic
ZTF18actykry,EA,CV/Nova,Periodic,Stochastic
ZTF18actztgv,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18acufwgp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acufyte,EB/EW,RRLc,Periodic,Periodic
ZTF18acugcez,RSCVn,YSO,Periodic,Stochastic
ZTF18acuhbqv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acuhijz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acujvsl,RSCVn,YSO,Periodic,Periodic
ZTF18acukifn,YSO,CV/Nova,Stochastic,Transient
ZTF18aculbpc,LPV,YSO,Periodic,Stochastic
ZTF18aculofi,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18acuofgl,RSCVn,YSO,Periodic,Stochastic
ZTF18acusszy,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acutdlx,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18acuukhj,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acuxyll,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acuykrn,DSCT,CV/Nova,Periodic,Stochastic
ZTF18acvbyru,RSCVn,Microlensing,Periodic,Stochastic
ZTF18acvegro,LPV,CV/Nova,Periodic,Periodic
ZTF18acvihcf,RRLab,RRLab,Periodic,Periodic
ZTF18acviker,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acvioqk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acvjkya,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acvjppq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acvkczp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acvkslk,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acvmefe,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acvnigy,LPV,YSO,Periodic,Stochastic
ZTF18acvormo,RSCVn,CV/Nova,Periodic,Periodic
ZTF18acvpgmk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acvptdc,YSO,CV/Nova,Stochastic,Stochastic
ZTF18acvqrtm,RSCVn,YSO,Periodic,Periodic
ZTF18acvtxkx,Periodic-Other,EA,Periodic,Periodic
ZTF18acvuhpb,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18acvvpqq,Periodic-Other,YSO,Periodic,Periodic
ZTF18acvvptl,EB/EW,EB/EW,Periodic,Periodic
ZTF18acvvtib,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acvvuzh,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18acvwhsy,EB/EW,EB/EW,Periodic,Periodic
ZTF18acvwjhh,RRLab,CV/Nova,Periodic,Periodic
ZTF18acvwuij,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18acvxiol,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18acvzxuc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acwalby,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acwanmm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acwasxi,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acwcpzh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acwdjzc,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acwdybu,LPV,LPV,Periodic,Periodic
ZTF18acweaqo,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acwebep,RSCVn,RSCVn,Periodic,Stochastic
ZTF18acweoct,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acwqopf,RSCVn,YSO,Periodic,Stochastic
ZTF18acwsane,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acwvltb,YSO,YSO,Stochastic,Stochastic
ZTF18acwvzoo,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acwyxrx,QSO,CV/Nova,Stochastic,Stochastic
ZTF18acwzekt,LPV,CV/Nova,Periodic,Stochastic
ZTF18acxagky,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acxalhg,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acxbhav,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acxbvbb,RSCVn,CV/Nova,Periodic,Periodic
ZTF18acxbxbq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acxbzie,RRLab,CV/Nova,Periodic,Stochastic
ZTF18acxcdys,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acxdxgb,RSCVn,YSO,Periodic,Stochastic
ZTF18acxgjpj,RSCVn,YSO,Periodic,Stochastic
ZTF18acxgrxp,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18acxgsln,YSO,YSO,Periodic,Stochastic
ZTF18acxhbwi,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18acxhddr,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acxifvp,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18acxirts,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acxjbmg,CEP,CV/Nova,Periodic,Stochastic
ZTF18acxjfhf,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acxkusz,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18acxmicl,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acxuzhp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acxvrus,RSCVn,YSO,Periodic,Periodic
ZTF18acxxeec,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18acxygqk,CV/Nova,CV/Nova,Periodic,Transient
ZTF18acxylml,YSO,CV/Nova,Stochastic,Stochastic
ZTF18acxzumj,AGN,CV/Nova,Stochastic,Stochastic
ZTF18acybjqc,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acybptm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acybslv,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18acycypp,RSCVn,CV/Nova,Periodic,Periodic
ZTF18acydhep,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acydhfn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acyepnl,RSCVn,Microlensing,Periodic,Stochastic
ZTF18acyfdas,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acyfeex,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acyffda,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acygfao,RSCVn,YSO,Periodic,Stochastic
ZTF18acyieke,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18acyjmzb,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acyjnti,RSCVn,YSO,Periodic,Stochastic
ZTF18acylldw,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acymqhh,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acynykl,RSCVn,CV/Nova,Periodic,Stochastic
ZTF18acypezd,EA,CV/Nova,Periodic,Stochastic
ZTF18acypixt,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acyqnph,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18acyrajh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acyrxrq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18acyvpbf,RSCVn,Microlensing,Periodic,Stochastic
ZTF18acyynat,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18aczbnld,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18aczbntj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18aczbzra,YSO,CV/Nova,Stochastic,Stochastic
ZTF18aczcltf,RRLab,RRLab,Periodic,Periodic
ZTF18aczfaty,CV/Nova,CV/Nova,Periodic,Periodic
ZTF18aczqyud,RSCVn,YSO,Periodic,Stochastic
ZTF18aczrysv,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF18acztpwq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18aczttkx,CV/Nova,CV/Nova,Periodic,Transient
ZTF18aczxaxl,CEP,YSO,Periodic,Stochastic
ZTF18aczxitc,LPV,YSO,Periodic,Stochastic
ZTF18aczyapx,RSCVn,YSO,Periodic,Stochastic
ZTF18aczymrh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adacffp,RSCVn,YSO,Periodic,Stochastic
ZTF18adagskv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adaibhx,LPV,YSO,Periodic,Stochastic
ZTF18adairpj,Periodic-Other,YSO,Periodic,Stochastic
ZTF18adajoyi,CV/Nova,CV/Nova,Periodic,Transient
ZTF18adajpua,CV/Nova,CV/Nova,Periodic,Transient
ZTF18adamxzy,Blazar,YSO,Stochastic,Stochastic
ZTF18adaoqdc,CV/Nova,CV/Nova,Stochastic,Stochastic
