oid,flat_base,flat_abl,top_base,top_abl
ZTF18adjrobw,EB/EW,EB/EW,Periodic,Periodic
ZTF18adjrreu,RRLab,RRLab,Periodic,Periodic
ZTF18adjsoqo,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18adjspvf,EB/EW,EB/EW,Periodic,Periodic
ZTF18adjugfs,LPV,YSO,Periodic,Stochastic
ZTF18adjujey,LPV,CV/Nova,Periodic,Stochastic
ZTF18adjwlta,CV/Nova,CV/Nova,Stochastic,Transient
ZTF18adjxdos,LPV,YSO,Periodic,Stochastic
ZTF18adjxtvr,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18adkbifn,CEP,EA,Periodic,Periodic
ZTF18adkbkyl,EB/EW,EB/EW,Periodic,Periodic
ZTF18adkcnud,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18adkcxwf,EB/EW,EB/EW,Periodic,Periodic
ZTF18adkemqg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18adkfhwx,RSCVn,Microlensing,Periodic,Stochastic
ZTF18adkfoug,LPV,CV/Nova,Periodic,Stochastic
ZTF18adkhxtz,EB/EW,EB/EW,Periodic,Periodic
ZTF18adkibfh,LPV,YSO,Periodic,Periodic
ZTF18adkjjcw,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18adkmzby,LPV,YSO,Periodic,Stochastic
ZTF18adkntso,YSO,CV/Nova,Stochastic,Stochastic
ZTF18adkoarl,LPV,LPV,Periodic,Periodic
ZTF18adkpdmd,LPV,LPV,Periodic,Periodic
ZTF18adkpdrl,EA,CV/Nova,Periodic,Periodic
ZTF18adkprae,LPV,CV/Nova,Periodic,Stochastic
ZTF18adkprxc,LPV,YSO,Periodic,Stochastic
ZTF18adkryda,YSO,YSO,Stochastic,Stochastic
ZTF18adktfom,LPV,CV/Nova,Periodic,Stochastic
ZTF18adkuuwo,LPV,YSO,Periodic,Stochastic
ZTF18adkvcft,EA,EA,Periodic,Periodic
ZTF18adkwfea,LPV,CV/Nova,Periodic,Stochastic
ZTF18adkwhhh,LPV,YSO,Periodic,Periodic
ZTF18adkwmrn,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adkxwyn,RRLc,RRLc,Periodic,Periodic
ZTF18adlable,RRLab,RRLab,Periodic,Periodic
ZTF18adlbsxg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18adlbzhe,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adlebux,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adlfwsc,TDE,SLSN,Stochastic,Transient
ZTF18adliizp,RSCVn,EA,Periodic,Periodic
ZTF18adliytv,QSO,CV/Nova,Stochastic,Stochastic
ZTF18adljijk,LPV,YSO,Periodic,Stochastic
ZTF18adlklhr,Periodic-Other,RRLc,Periodic,Periodic
ZTF18adllvdm,EB/EW,EB/EW,Periodic,Periodic
ZTF18adlodfn,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18adlpayt,RSCVn,YSO,Periodic,Periodic
ZTF18adlpcbv,LPV,YSO,Periodic,Stochastic
ZTF18adlqblv,LPV,YSO,Periodic,Stochastic
ZTF18adlqezx,LPV,CV/Nova,Periodic,Periodic
ZTF18adlqgbd,EA,EA,Periodic,Periodic
ZTF18adlsdfx,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18adltqqj,Periodic-Other,RRLc,Periodic,Periodic
ZTF18adltrvq,EB/EW,EB/EW,Periodic,Periodic
ZTF18adlvvkp,RSCVn,YSO,Periodic,Periodic
ZTF18adlvxlj,YSO,YSO,Periodic,Stochastic
ZTF18adlvzgr,RSCVn,YSO,Periodic,Stochastic
ZTF18adlwoej,LPV,YSO,Periodic,Stochastic
ZTF18adlwtat,LPV,YSO,Periodic,Stochastic
ZTF18adlwttb,LPV,YSO,Periodic,Periodic
ZTF18adlyrmi,EB/EW,EB/EW,Periodic,Periodic
ZTF18adlywni,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18admabeq,LPV,LPV,Periodic,Periodic
ZTF18admackr,EA,YSO,Periodic,Stochastic
ZTF18admafbk,LPV,CV/Nova,Periodic,Periodic
ZTF18admahoc,LPV,CV/Nova,Periodic,Stochastic
ZTF18admahpy,LPV,CV/Nova,Periodic,Stochastic
ZTF18admalbe,LPV,LPV,Periodic,Stochastic
ZTF18admarhi,YSO,CV/Nova,Stochastic,Stochastic
ZTF18admazyf,LPV,LPV,Periodic,Stochastic
ZTF18admbvno,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF18admbvnu,LPV,LPV,Periodic,Periodic
ZTF18admbwej,RRLc,RRLc,Periodic,Periodic
ZTF18admcrll,RSCVn,CEP,Periodic,Periodic
ZTF18admctiy,RRLab,RRLab,Periodic,Periodic
ZTF18admeimc,RSCVn,YSO,Periodic,Periodic
ZTF18admeoms,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18admewrf,Periodic-Other,EB/EW,Periodic,Periodic
ZTF18admfqoj,LPV,YSO,Periodic,Stochastic
ZTF18admfsak,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18admgaft,RRLab,CV/Nova,Periodic,Periodic
ZTF18admgijg,EB/EW,EB/EW,Periodic,Periodic
ZTF18admhzrt,RSCVn,YSO,Periodic,Stochastic
ZTF18admiflp,LPV,LPV,Periodic,Stochastic
ZTF18admihap,LPV,YSO,Periodic,Stochastic
ZTF18admjghp,RSCVn,CV/Nova,Periodic,Periodic
ZTF18admjkrl,LPV,CV/Nova,Periodic,Periodic
ZTF18admljab,LPV,YSO,Periodic,Periodic
ZTF18admoaox,RSCVn,EA,Periodic,Periodic
ZTF18admpwsi,EA,EA,Periodic,Periodic
ZTF18admrlum,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF18admwead,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18adnauog,RRLab,RRLab,Periodic,Periodic
ZTF18adnbubf,LPV,CV/Nova,Periodic,Stochastic
ZTF18adncmtl,EB/EW,EB/EW,Periodic,Periodic
ZTF18adnddgj,EB/EW,EB/EW,Periodic,Periodic
ZTF18adndqbr,EB/EW,EB/EW,Periodic,Periodic
ZTF18adnglyh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adnkfih,EA,EA,Periodic,Periodic
ZTF18adnkiev,LPV,YSO,Periodic,Stochastic
ZTF18adnlmte,RSCVn,YSO,Periodic,Periodic
ZTF18adnqdyw,EA,YSO,Periodic,Periodic
ZTF18adnxfqc,YSO,YSO,Stochastic,Stochastic
ZTF18adnyjvy,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adoahps,LPV,CEP,Periodic,Periodic
ZTF18adoexuz,QSO,CV/Nova,Stochastic,Stochastic
ZTF18adpmjqp,EB/EW,EB/EW,Periodic,Periodic
ZTF18adpqrae,RSCVn,YSO,Periodic,Periodic
ZTF18adptpcz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adpvkvn,Periodic-Other,CV/Nova,Periodic,Transient
ZTF18adpxjkw,CV/Nova,CV/Nova,Periodic,Transient
ZTF18adpxlif,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF18adqfzfb,CEP,CEP,Periodic,Periodic
ZTF18adqhuga,LPV,YSO,Periodic,Periodic
ZTF18adqinjm,RRLc,RRLc,Periodic,Periodic
ZTF18adqinkf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adqiykl,RSCVn,YSO,Periodic,Stochastic
ZTF18adqowtd,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF18adqpoqj,LPV,YSO,Periodic,Stochastic
ZTF18adqqseg,EA,EA,Periodic,Periodic
ZTF18adqxhww,RRLab,RRLab,Periodic,Periodic
ZTF18adrduki,CV/Nova,CV/Nova,Stochastic,Transient
ZTF18adrmjzk,RSCVn,YSO,Periodic,Stochastic
ZTF18adrttuj,LPV,YSO,Periodic,Stochastic
ZTF18adrulcs,EB/EW,EB/EW,Periodic,Periodic
ZTF18adrwvgp,LPV,YSO,Periodic,Stochastic
ZTF18adrwwkp,LPV,YSO,Periodic,Stochastic
ZTF19aaafnvs,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aaafpee,EB/EW,EB/EW,Periodic,Periodic
ZTF19aaafqdn,YSO,YSO,Periodic,Periodic
ZTF19aaahevl,EB/EW,EB/EW,Periodic,Periodic
ZTF19aaahjbg,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aaahwpo,LPV,YSO,Periodic,Stochastic
ZTF19aaailmi,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aaakdwd,EB/EW,EB/EW,Periodic,Periodic
ZTF19aaamavj,RSCVn,CV/Nova,Periodic,Periodic
ZTF19aaaqlaq,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aaaqvxa,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaaqynq,RSCVn,EA,Periodic,Periodic
ZTF19aaarbsh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaaucvp,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaavkfl,EA,CV/Nova,Periodic,Periodic
ZTF19aaavkyd,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaavqxi,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aaavwtz,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaawfda,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaawupg,YSO,YSO,Periodic,Stochastic
ZTF19aaayyho,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaazish,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aabhasa,AGN,TDE,Stochastic,Transient
ZTF19aabhwom,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aabiqph,YSO,YSO,Stochastic,Stochastic
ZTF19aabjgmh,Blazar,CV/Nova,Stochastic,Stochastic
ZTF19aabjkqs,RSCVn,YSO,Periodic,Periodic
ZTF19aabjtvb,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aabkjoq,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aabkxkk,LPV,CV/Nova,Periodic,Stochastic
ZTF19aablcht,YSO,CV/Nova,Stochastic,Stochastic
ZTF19aablseh,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aabmsri,RSCVn,YSO,Periodic,Stochastic
ZTF19aabpmlj,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aabwafv,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aabwfga,DSCT,CV/Nova,Periodic,Stochastic
ZTF19aabydys,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aabztxw,LPV,YSO,Periodic,Stochastic
ZTF19aacbdwr,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aacbglh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aacbrpm,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aaccbjy,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaccmsr,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aacdfco,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aacdflg,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aacegrg,DSCT,CV/Nova,Periodic,Stochastic
ZTF19aacirhm,Periodic-Other,YSO,Periodic,Stochastic
ZTF19aaclbcy,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaclbqu,CEP,YSO,Periodic,Stochastic
ZTF19aacnidl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aacnkmc,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aacnsjf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aacnudr,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aacpjcu,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19aacpupy,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aacqsua,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aacroqq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aadhswu,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aadhykp,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aadioqf,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aadiysk,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aadiyso,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aadjdvq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aadjeul,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aadjhld,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aadjmqf,RSCVn,YSO,Periodic,Periodic
ZTF19aadkabi,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aadkdyz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aadkjki,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aadldyq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aadnxrd,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aadordx,YSO,CV/Nova,Periodic,Stochastic
ZTF19aadoseq,EB/EW,EB/EW,Periodic,Periodic
ZTF19aadoujj,YSO,YSO,Periodic,Stochastic
ZTF19aadowig,YSO,YSO,Periodic,Stochastic
ZTF19aadpvbk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aadrztk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaduorr,Periodic-Other,EB/EW,Periodic,Periodic
ZTF19aadwfxw,EA,EA,Periodic,Periodic
ZTF19aadwklf,Periodic-Other,RRLc,Periodic,Periodic
ZTF19aadwlri,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19aadypkh,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aadyqiw,RRLab,RRLab,Periodic,Periodic
ZTF19aadyzny,LPV,YSO,Periodic,Stochastic
ZTF19aaeadki,YSO,CV/Nova,Stochastic,Stochastic
ZTF19aaedubn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaeeouf,Periodic-Other,EA,Periodic,Periodic
ZTF19aaeevjy,YSO,YSO,Stochastic,Stochastic
ZTF19aaefxtz,YSO,CV/Nova,Periodic,Stochastic
ZTF19aaekaln,Periodic-Other,YSO,Periodic,Periodic
ZTF19aaengbn,RSCVn,YSO,Periodic,Stochastic
ZTF19aaeovxf,LPV,YSO,Periodic,Stochastic
ZTF19aaepewz,Periodic-Other,EB/EW,Periodic,Periodic
ZTF19aaeqvzm,RSCVn,YSO,Periodic,Stochastic
ZTF19aaercgg,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aaernte,Periodic-Other,YSO,Periodic,Stochastic
ZTF19aaestau,LPV,CV/Nova,Periodic,Stochastic
ZTF19aaeujky,EA,EA,Periodic,Periodic
ZTF19aaeuyua,RSCVn,CV/Nova,Periodic,Periodic
ZTF19aaewppm,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aafavws,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aafncsz,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aafnndk,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aafnplv,LPV,YSO,Periodic,Stochastic
ZTF19aafnseu,LPV,YSO,Periodic,Stochastic
ZTF19aafnsmp,RSCVn,YSO,Periodic,Stochastic
ZTF19aafntaz,LPV,LPV,Periodic,Stochastic
ZTF19aafntme,LPV,YSO,Periodic,Stochastic
ZTF19aafomnr,Periodic-Other,Periodic-Other,Periodic,Periodic
ZTF19aafurbs,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aafwnxd,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aagequx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aagfucd,LPV,CV/Nova,Periodic,Stochastic
ZTF19aagilsj,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aagizca,LPV,YSO,Periodic,Stochastic
ZTF19aagmctc,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aagmhjj,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aagqbbx,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aagqbcw,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19aagrues,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aagsayo,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aagxgcf,RSCVn,RSCVn,Periodic,Periodic
ZTF19aagzdcd,CEP,CEP,Periodic,Periodic
ZTF19aagziht,Periodic-Other,EA,Periodic,Periodic
ZTF19aahhifl,RSCVn,YSO,Periodic,Periodic
ZTF19aailraw,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aaimiyq,LPV,YSO,Periodic,Stochastic
ZTF19aaimlwa,LPV,YSO,Periodic,Stochastic
ZTF19aaimovh,LPV,CV/Nova,Periodic,Stochastic
ZTF19aainctm,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aainemv,RSCVn,RSCVn,Periodic,Periodic
ZTF19aajdqhd,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aajgjxp,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19aajgsfp,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19aajsjyi,RSCVn,YSO,Periodic,Stochastic
ZTF19aakmqqe,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaksnol,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aakytxn,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aakzdky,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aakzzvg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aalbnnc,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aalbzua,LPV,YSO,Periodic,Periodic
ZTF19aalfvgg,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aalivwq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aallycl,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aalnewl,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aalngfx,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aaltudp,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaluiok,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aalvmdz,YSO,Microlensing,Periodic,Stochastic
ZTF19aambxjk,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aamnxha,LPV,CV/Nova,Periodic,Stochastic
ZTF19aamopya,RSCVn,CEP,Periodic,Periodic
ZTF19aamqzpa,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aamremj,LPV,CV/Nova,Periodic,Periodic
ZTF19aamwyvy,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aamxuow,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aamydpa,CEP,CV/Nova,Periodic,Stochastic
ZTF19aanxcud,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aanyjzx,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aanyksu,EA,Microlensing,Periodic,Stochastic
ZTF19aanysjb,RSCVn,YSO,Periodic,Stochastic
ZTF19aanyvzu,RSCVn,YSO,Periodic,Stochastic
ZTF19aanzikq,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaoctkh,LPV,YSO,Periodic,Stochastic
ZTF19aaodbqs,YSO,YSO,Stochastic,Stochastic
ZTF19aaodudr,LPV,YSO,Periodic,Stochastic
ZTF19aaodxpi,LPV,CV/Nova,Periodic,Stochastic
ZTF19aaodxus,LPV,CV/Nova,Periodic,Stochastic
ZTF19aaodymm,RSCVn,YSO,Periodic,Stochastic
ZTF19aaoeias,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaoipqs,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19aaonxsb,LPV,CV/Nova,Periodic,Stochastic
ZTF19aaoosom,LPV,YSO,Periodic,Stochastic
ZTF19aaopkxh,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaorbqb,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aaorbrt,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aaorgbq,YSO,YSO,Periodic,Stochastic
ZTF19aaosxix,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19aaouoit,RSCVn,CV/Nova,Periodic,Periodic
ZTF19aaouvmi,YSO,YSO,Periodic,Stochastic
ZTF19aaovetr,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aaovrdt,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaovuwd,EA,CV/Nova,Periodic,Stochastic
ZTF19aaownrn,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaowwbt,RSCVn,YSO,Periodic,Stochastic
ZTF19aapbfvr,EA,YSO,Periodic,Stochastic
ZTF19aapgcuy,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aapgzse,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aaphbpx,LPV,YSO,Periodic,Stochastic
ZTF19aaphhhv,EA,EA,Periodic,Periodic
ZTF19aapjyhm,Periodic-Other,CV/Nova,Periodic,Stochastic
ZTF19aapqcip,YSO,CV/Nova,Stochastic,Stochastic
ZTF19aapqeaj,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aapqhid,LPV,YSO,Periodic,Stochastic
ZTF19aapqlhc,LPV,YSO,Periodic,Stochastic
ZTF19aapqnbc,LPV,CV/Nova,Periodic,Stochastic
ZTF19aapqpjs,LPV,YSO,Periodic,Stochastic
ZTF19aapqrcq,LPV,YSO,Periodic,Stochastic
ZTF19aapquuq,LPV,YSO,Periodic,Periodic
ZTF19aapquva,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aapqvrv,LPV,CV/Nova,Periodic,Stochastic
ZTF19aaprbve,RSCVn,YSO,Periodic,Periodic
ZTF19aaprgib,RSCVn,YSO,Periodic,Stochastic
ZTF19aaprlds,LPV,LPV,Periodic,Periodic
ZTF19aaprrvg,YSO,CV/Nova,Stochastic,Stochastic
ZTF19aaprwbg,Periodic-Other,CV/Nova,Periodic,Transient
ZTF19aaprwcf,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aapwgjs,RSCVn,YSO,Periodic,Periodic
ZTF19aapwkef,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aapwpiv,LPV,YSO,Periodic,Stochastic
ZTF19aapwykm,RSCVn,RSCVn,Periodic,Periodic
ZTF19aapzucl,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aaqakhm,LPV,YSO,Periodic,Stochastic
ZTF19aaqezsv,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaqgfpm,YSO,YSO,Periodic,Stochastic
ZTF19aaqkfyf,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aaqkkrl,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aaqmjme,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaqmsmb,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaqoyro,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaqpkze,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaqqjcl,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaqqsfx,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaqqszw,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aaqrorl,LPV,CV/Nova,Periodic,Stochastic
ZTF19aaqsagp,YSO,YSO,Stochastic,Stochastic
ZTF19aaqsewa,RSCVn,YSO,Periodic,Stochastic
ZTF19aaqshnh,LPV,YSO,Periodic,Stochastic
ZTF19aaqsytk,RSCVn,Microlensing,Periodic,Stochastic
ZTF19aaqsyye,CEP,YSO,Periodic,Periodic
ZTF19aaqvwkv,CV/Nova,CV/Nova,Stochastic,Stochastic
ZTF19aaqvzqt,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aaqwjro,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaqyuqk,LPV,YSO,Periodic,Stochastic
ZTF19aaqztcg,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aardlwd,EA,CV/Nova,Periodic,Periodic
ZTF19aargevd,LPV,YSO,Periodic,Stochastic
ZTF19aargmqv,LPV,YSO,Periodic,Stochastic
ZTF19aargqge,LPV,YSO,Periodic,Stochastic
ZTF19aarguns,LPV,YSO,Periodic,Stochastic
ZTF19aargusj,LPV,CV/Nova,Periodic,Stochastic
ZTF19aargwbh,LPV,YSO,Periodic,Stochastic
ZTF19aarlagm,EB/EW,EB/EW,Periodic,Periodic
ZTF19aaruucj,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aasdmov,CV/Nova,CV/Nova,Periodic,Periodic
ZTF19aasdndh,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aasdqha,Periodic-Other,RRLab,Periodic,Periodic
ZTF19aasdrjg,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aasexoa,QSO,Microlensing,Stochastic,Stochastic
ZTF19aasfsrh,RSCVn,YSO,Periodic,Stochastic
ZTF19aasfwbp,QSO,CV/Nova,Stochastic,Stochastic
ZTF19aasgcsk,Periodic-Other,YSO,Periodic,Periodic
ZTF19aasgieh,RSCVn,YSO,Periodic,Stochastic
ZTF19aasgizt,Periodic-Other,YSO,Periodic,Periodic
ZTF19aasgtzl,LPV,YSO,Periodic,Stochastic
ZTF19aashaua,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aashedd,LPV,CV/Nova,Periodic,Stochastic
ZTF19aasikmj,LPV,YSO,Periodic,Stochastic
ZTF19aasiujk,RSCVn,YSO,Periodic,Periodic
ZTF19aasixzu,LPV,CV/Nova,Periodic,Stochastic
ZTF19aasjgxz,LPV,YSO,Periodic,Stochastic
ZTF19aasmqvl,Microlensing,CV/Nova,Periodic,Stochastic
ZTF19aasrgix,AGN,CV/Nova,Stochastic,Stochastic
ZTF19aasroyn,YSO,CV/Nova,Stochastic,Stochastic
ZTF19aassahp,YSO,CV/Nova,Periodic,Stochastic
ZTF19aassutx,YSO,EA,Periodic,Periodic
ZTF19aasuree,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aasybvq,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aatauju,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aatawzn,CV/Nova,CV/Nova,Periodic,Transient
ZTF19aatenyx,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aatewti,Periodic-Other,CV/Nova,Periodic,Periodic
ZTF19aathlkq,LPV,YSO,Periodic,Stochastic
ZTF19aathzzv,LPV,YSO,Periodic,Stochastic
ZTF19aatsndl,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aattriq,LPV,YSO,Periodic,Stochastic
ZTF19aattsvh,LPV,YSO,Periodic,Periodic
ZTF19aattuik,LPV,YSO,Periodic,Stochastic
ZTF19aattxgp,LPV,YSO,Periodic,Stochastic
ZTF19aatugwt,RSCVn,CV/Nova,Periodic,Stochastic
ZTF19aatuuvv,LPV,CV/Nova,Periodic,Stochastic
ZTF19aatuzli,LPV,CEP,Periodic,Periodic
ZTF19aatvabz,LPV,LPV,Periodic,Periodic
ZTF19aatvbwt,LPV,LPV,Periodic,Periodic
ZTF19aatvnvi,AGN,CV/Nova,Stochastic,Stochastic
ZTF19aatvxcu,LPV,YSO,Periodic,Stochastic
ZTF19aatyqze,DSCT,DSCT,Periodic,Periodic
ZTF19aatyrph,EA,CV/Nova,Periodic,Periodic
ZTF19aauaoxs,LPV,CV/Nova,Stochastic,Stochastic
ZTF19aaucran,EA,Microlensing,Periodic,Stochastic
ZTF19aaudkti,CV/Nova,CV/Nova,Periodic,Stochastic
ZTF19aaueiph,LPV,CV/Nova,Periodic,Stochastic
