tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58700.18055560021,"946180553515015031",2,946180553515,20.653236,1,946,3.5745595,18.630747,"","",18.5954,"",0.06480179,"","",0.0793,"",247.7631831,41.1539622,0.95857143,"t17_f5_c3",0.9999999,18.475,0.0909,722120235,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58700.182407400105,"946182404615015013",2,946182404615,20.38128,1,946,2.659105,18.741995,"","",18.6862,"",0.102416195,"","",0.0932,"",247.7631826,41.1539491,0.95714283,"t17_f5_c3",1,18.6854,0.1193,723120246,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58703.170925899874,"949170924615015008",2,949170924615,20.237162,1,949,2.5670502,18.707354,"","",18.7955,"",0.089726746,"","",0.1257,"",247.7631873,41.1539732,0.95428574,"t17_f5_c3",0.99996495,18.8604,0.1711,723120246,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58703.19677079981,"949196774615015008",1,949196774615,20.193527,1,949,3.4242349,19.568235,"","",19.591,"",0.2054832,"","",0.232,"",247.7632224,41.1539239,0.89857143,"t17_f5_c3",0.99962676,19.4501,0.2616,723120146,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58705.1805786998,"951180573515015019",2,951180573515,20.236574,1,951,3.5917969,18.608572,"","",18.4576,"",0.086683586,"","",0.0941,"",247.7631877,41.1539835,0.95714283,"t17_f5_c3",0.9999988,18.3638,0.1106,722120235,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58706.172627300024,"952172624615015013",1,952172624615,20.140696,1,952,3.2262652,19.59304,"","",19.8942,"",0.21134213,"","",0.3464,"",247.7632367,41.1539818,0.7457143,"t17_f5_c3",0.99878573,19.9331,0.4609,723120146,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58708.16060189996,"954160603515015007",1,954160603515,19.844183,1,954,2.2179084,19.613716,"","",19.5303,"",0.17523672,"","",0.2998,"",247.7631286,41.1539613,0.91,"t17_f5_c3",0.99993885,19.3088,0.3142,722120135,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58709.165289400145,"955165284615015003",1,955165284615,19.94015,1,955,3.3318038,19.584894,"","",19.9846,"",0.18099415,"","",0.4487,"",247.7631478,41.1539871,0.85571426,"t17_f5_c3",0.9999205,19.9268,0.5467,723120146,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58709.26116900006,"955261164615015004",2,955261164615,19.753267,1,955,2.7620368,18.81057,"","",18.7804,"",0.11112887,"","",0.1729,"",247.7631999,41.1539203,0.89857143,"t17_f5_c3",0.99999964,18.7203,0.2101,723120246,false,false,false,"","bulk_1.0.0",0,964180964615015000
"ztf",58711.24209489999,"957242093515015006",1,957242093515,19.508,1,957,2.61185,19.5293,"","",19.5404,"",0.220922,"","",0.3776,"",247.7631811,41.1538554,0.851429,"t17_f5_c3","",19.3126,0.3938,"",false,false,false,"","bulk_1.0.0",0,964180964615015000
