tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
"ztf",58681.16799770016,"927167994215010005",1,927167994215,19.450972,-1,927,0.25440046,18.311052,16.228844,"",18.2864,"",0.11186564,100,0.016436657,0.1279,"",228.932612,19.2579052,0.9514286,"t17_f5_c3",0.99994326,18.3484,0.1722,582120142,false,true,false,"","bulk_1.0.0",0,930205754215010000
"ztf",58684.2057523001,"930205754215010018",1,930205754215,20.597816,-1,930,0.37634927,18.173218,16.250656,"",18.1217,"",0.10848959,0.0057329875,0.018465595,0.0492,"",228.9325948,19.2579382,0.87714285,"t17_f5_c3",0.9766941,18.0826,0.0573,582120142,false,true,false,"","bulk_1.0.0",0,936171294215010000
"ztf",58690.1712962999,"936171294215010009",2,936171294215,20.527056,-1,936,0.19141604,18.240625,16.150883,"",18.1282,"",0.19657794,0.015610126,0.028683852,0.0562,"",228.9327175,19.2579123,0.5857143,"t17_f5_c3",0.6941664,18.0758,0.0653,582120242,false,true,false,"","bulk_1.0.0",0,936194324215015000
"ztf",58690.19432870019,"936194324215015018",1,936194324215,20.677212,1,936,0.48235035,17.53907,15.828351,"",17.7122,"",0.089891575,0.014293188,0.018596508,0.0358,"",228.9328007,19.2577999,0.7342857,"t17_f5_c3",0.99449533,17.7036,0.0418,582120142,false,true,false,"","bulk_1.0.0",0,961154614215015000
"ztf",58693.23468750017,"939234684215015020",1,939234684215,20.337519,1,939,0.5570761,18.05217,15.91642,"",18.1385,"",0.15878645,0.018075984,0.02220821,0.0595,"",228.9327738,19.2577417,0.81285715,"t17_f5_c3",0.99711204,18.1416,0.072,582120142,false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58698.1958912001,"944195894215010016",1,944195894215,18.360588,-1,944,0.23219834,17.314245,16.500086,"",17.2677,"",0.09085126,0.036801882,0.042920727,0.1521,"",228.9326414,19.2579218,0.8142857,"t17_f5_c3",0.9999962,17.1014,0.1666,582120142,false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58705.25008099992,"951250084215010008",1,951250084215,19.45939,-1,951,0.39597002,18.083658,16.266663,"",18.1213,"",0.13005853,0.01667016,0.024397248,0.1181,"",228.9325801,19.2579315,0.8742857,"t17_f5_c3",0.97376764,18.0869,0.1454,582120142,false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58708.17520829989,"954175204215010009",1,954175204215,19.694988,-1,954,0.32180393,18.36644,16.22094,"",18.348,"",0.13194205,0.006540522,0.018288702,0.1246,"",228.9325833,19.2578927,0.7557143,"t17_f5_c3",0.96715164,18.4945,0.1806,582120142,false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58712.14942129981,"958149424215010010",1,958149424215,20.014267,-1,958,0.4326443,18.418049,16.213976,"",18.2152,"",0.14990099,0.00997946,0.019686794,0.0835,"",228.9325453,19.2578452,0.68285716,"t17_f5_c3",0.9476955,18.2533,0.1084,582120142,false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58712.23835649993,"958238354215010014",2,958238354215,19.6788,-1,958,0.235934,18.3671,16.1336,"",18.5295,"",0.279327,0.026717234,0.035703685,0.1537,"",228.932725,19.2579237,0.434286,"t17_f5_c3","",18.5338,0.1955,"",false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58715.1546180998,"961154614215015018",1,961154614215,20.518547,1,961,0.4447405,17.527136,15.825871,"",17.6014,"",0.07377808,0.009806217,0.015396485,0.0356,"",228.9327775,19.2577877,0.8657143,"t17_f5_c3",0.7938951,17.62,0.0434,582120142,false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58718.15686339978,"964156864215010022",1,964156864215,20.4731,-1,964,0.498349,18.473,16.20696,"",18.4057,"",0.210452,0.019930659,0.026105829,0.0708,"",228.9325642,19.257957,0.421429,"t17_f5_c3","",18.4277,0.0878,"",false,true,false,"","bulk_1.0.0",0,969153544215010000
"ztf",58723.15354169998,"969153544215010018",1,969153544215,20.21127,-1,969,0.23393098,18.315022,16.228262,"",18.3545,"",0.10075375,100,0.014742037,0.0746,"",228.9326205,19.257819,0.93285716,"t17_f5_c3",0.9999521,18.371,0.093,582120142,false,true,false,"","bulk_1.0.0",0,972163354215015000
